,name,crosses,numberOfStrands
967,0_1,"[X(1,7,18,8), X(1,11,2,10), X(2,14,3,13), X(4,15,5,16), X(6,9,7,10), X(8,18,9,17), X(11,15,12,14), X(12,4,13,3), X(16,5,17,6)]",18
968,0_1,"[X(3,12,4,13), X(4,2,5,1), X(7,15,8,14), X(8,6,9,5), X(9,16,10,1), X(11,2,12,3), X(13,10,14,11), X(15,7,16,6)]",16
969,0_1,"[X(1,13,22,14), X(2,12,3,11), X(3,18,4,19), X(5,16,6,17), X(8,20,9,19), X(10,22,11,21), X(12,2,13,1), X(14,8,15,7), X(15,4,16,5), X(17,6,18,7), X(20,10,21,9)]",22
970,0_1,"[X(1,6,32,5), X(2,30,3,29), X(4,1,5,2), X(7,27,8,26), X(9,16,10,17), X(11,20,12,21), X(12,16,13,15), X(14,32,15,31), X(18,22,19,21), X(19,10,20,11), X(22,18,23,17), X(23,8,24,9), X(24,27,25,28), X(25,7,26,6), X(28,4,29,3), X(30,14,31,13)]",32
971,0_1,"[X(1,8,18,7), X(1,17,2,16), X(3,14,4,15), X(5,13,6,12), X(6,17,7,18), X(8,16,9,15), X(9,2,10,3), X(10,13,11,14), X(11,5,12,4)]",18
972,0_1,"[X(1,21,2,20), X(3,22,4,23), X(5,15,6,14), X(7,2,8,3), X(8,21,9,22), X(9,17,10,16), X(11,1,12,26), X(13,7,14,6), X(17,11,18,10), X(18,26,19,25), X(19,12,20,13), X(23,4,24,5), X(24,16,25,15)]",26
973,0_1,"[X(1,10,2,11), X(2,38,3,37), X(4,19,5,20), X(6,39,7,40), X(8,30,9,29), X(11,42,12,1), X(12,23,13,24), X(14,7,15,8), X(15,39,16,38), X(16,6,17,5), X(17,21,18,20), X(18,3,19,4), X(22,41,23,42), X(26,33,27,34), X(27,25,28,24), X(28,32,29,31), X(30,10,31,9), X(32,25,33,26), X(34,13,35,14), X(35,41,36,40), X(36,22,37,21)]",42
974,0_1,"[X(1,26,2,27), X(2,22,3,21), X(6,26,7,25), X(10,15,11,16), X(11,8,12,9), X(13,28,14,1), X(14,8,15,7), X(16,9,17,10), X(17,4,18,5), X(18,23,19,24), X(20,4,21,3), X(22,19,23,20), X(24,6,25,5), X(27,12,28,13)]",28
975,0_1,"[X(1,15,32,16), X(2,14,3,13), X(3,24,4,25), X(6,11,7,12), X(9,17,10,16), X(14,2,15,1), X(17,9,18,8), X(18,32,19,31), X(19,13,20,12), X(20,25,21,26), X(22,5,23,6), X(26,21,27,22), X(27,4,28,5), X(28,24,29,23), X(29,10,30,11), X(30,8,31,7)]",32
976,0_1,"[X(1,16,2,17), X(1,33,36,34), X(2,31,3,32), X(6,27,7,28), X(8,26,9,25), X(10,36,11,35), X(12,20,13,19), X(13,4,14,5), X(14,21,15,22), X(18,12,19,11), X(20,3,21,4), X(24,8,25,7), X(26,24,27,23), X(28,5,29,6), X(29,22,30,23), X(30,15,31,16), X(32,18,33,17), X(34,10,35,9)]",36
977,0_1,"[X(1,11,2,10), X(3,14,4,15), X(4,7,5,8), X(5,18,6,19), X(11,1,12,20), X(12,10,13,9), X(13,2,14,3), X(15,8,16,9), X(17,6,18,7), X(19,17,20,16)]",20
978,0_1,"[X(1,12,24,11), X(2,16,3,15), X(4,21,5,22), X(7,12,8,13), X(8,17,9,18), X(9,15,10,14), X(10,3,11,4), X(16,2,17,1), X(18,14,19,13), X(20,5,21,6), X(22,20,23,19), X(23,6,24,7)]",24
979,0_1,"[X(1,3,40,4), X(2,27,3,28), X(5,18,6,19), X(7,16,8,17), X(9,15,10,14), X(11,8,12,9), X(12,16,13,15), X(13,11,14,10), X(17,6,18,7), X(19,5,20,4), X(20,37,21,38), X(22,40,23,39), X(23,34,24,35), X(25,31,26,30), X(28,1,29,2), X(31,25,32,24), X(32,30,33,29), X(33,26,34,27), X(35,38,36,39), X(36,21,37,22)]",40
980,0_1,"[X(1,13,24,14), X(4,15,5,16), X(9,21,10,20), X(10,8,11,7), X(11,18,12,19), X(12,2,13,1), X(14,3,15,4), X(16,5,17,6), X(17,23,18,22), X(19,6,20,7), X(21,9,22,8), X(23,3,24,2)]",24
981,0_1,"[X(1,9,2,8), X(4,15,5,16), X(6,3,7,4), X(7,1,8,26), X(9,3,10,2), X(11,22,12,23), X(13,21,14,20), X(16,5,17,6), X(18,21,19,22), X(19,13,20,12), X(23,14,24,15), X(24,18,25,17), X(25,11,26,10)]",26
982,0_1,"[X(1,17,2,16), X(3,18,4,19), X(6,11,7,12), X(8,13,9,14), X(9,5,10,4), X(10,7,11,8), X(12,5,13,6), X(15,1,16,22), X(19,14,20,15), X(20,18,21,17), X(21,3,22,2)]",22
983,0_1,"[X(1,7,38,8), X(2,24,3,23), X(4,25,5,26), X(8,33,9,34), X(10,38,11,37), X(13,34,14,35), X(14,32,15,31), X(15,37,16,36), X(17,12,18,13), X(18,6,19,5), X(20,3,21,4), X(21,24,22,25), X(22,2,23,1), X(26,19,27,20), X(27,6,28,7), X(28,12,29,11), X(29,17,30,16), X(30,35,31,36), X(32,9,33,10)]",38
984,0_1,"[X(1,13,2,12), X(2,7,3,8), X(4,16,5,15), X(8,11,9,12), X(9,18,10,1), X(13,6,14,7), X(14,4,15,3), X(16,6,17,5), X(17,10,18,11)]",18
985,0_1,"[X(1,8,2,9), X(2,17,3,18), X(3,7,4,6), X(4,16,5,15), X(9,18,10,19), X(11,21,12,20), X(13,28,14,1), X(14,6,15,5), X(16,7,17,8), X(22,28,23,27), X(23,13,24,12), X(24,19,25,20), X(25,10,26,11), X(26,22,27,21)]",28
986,0_1,"[X(1,5,24,6), X(2,14,3,13), X(8,21,9,22), X(9,18,10,19), X(10,2,11,1), X(12,16,13,15), X(14,4,15,3), X(16,12,17,11), X(17,4,18,5), X(19,6,20,7), X(20,24,21,23), X(22,7,23,8)]",24
987,0_1,"[X(1,19,2,18), X(2,9,3,10), X(6,15,7,16), X(7,4,8,5), X(8,14,9,13), X(10,17,11,18), X(11,20,12,1), X(14,4,15,3), X(16,5,17,6), X(19,12,20,13)]",20
988,0_1,"[X(2,8,3,7), X(3,16,4,1), X(5,13,6,12), X(6,2,7,1), X(8,15,9,16), X(10,13,11,14), X(11,5,12,4), X(14,9,15,10)]",16
989,0_1,"[X(1,22,30,21), X(7,27,8,26), X(8,19,9,20), X(10,4,11,3), X(11,22,12,23), X(12,1,13,2), X(13,25,14,24), X(14,9,15,10), X(15,5,16,4), X(16,29,17,30), X(17,6,18,7), X(23,2,24,3), X(25,21,26,20), X(27,18,28,19), X(28,6,29,5)]",30
990,0_1,"[X(1,16,18,15), X(2,18,3,17), X(6,9,7,10), X(7,4,8,5), X(8,12,9,11), X(10,5,11,6), X(12,4,13,3), X(13,16,14,17), X(14,1,15,2)]",18
991,0_1,"[X(1,9,2,8), X(4,18,5,17), X(5,12,6,13), X(9,3,10,2), X(11,6,12,7), X(13,11,14,10), X(14,7,15,8), X(15,18,16,1), X(16,4,17,3)]",18
992,0_1,"[X(1,27,2,26), X(2,13,3,14), X(4,23,5,24), X(7,21,8,20), X(9,25,10,24), X(11,28,12,1), X(14,3,15,4), X(15,22,16,23), X(16,6,17,5), X(17,8,18,9), X(19,7,20,6), X(21,19,22,18), X(25,11,26,10), X(27,12,28,13)]",28
993,0_1,"[X(1,7,26,8), X(2,19,3,20), X(4,10,5,9), X(5,16,6,17), X(6,22,7,21), X(8,4,9,3), X(11,14,12,15), X(13,23,14,22), X(18,1,19,2), X(20,17,21,18), X(23,13,24,12), X(24,16,25,15), X(25,10,26,11)]",26
994,0_1,"[X(2,23,3,24), X(4,21,5,22), X(6,20,7,19), X(8,2,9,1), X(10,14,11,13), X(12,26,13,25), X(14,10,15,9), X(15,26,16,1), X(16,5,17,6), X(17,21,18,20), X(18,8,19,7), X(22,3,23,4), X(24,12,25,11)]",26
995,0_1,"[X(1,16,26,15), X(2,26,3,25), X(4,8,5,7), X(6,23,7,24), X(8,13,9,14), X(9,17,10,16), X(11,20,12,21), X(12,17,13,18), X(14,1,15,2), X(18,22,19,21), X(19,10,20,11), X(22,4,23,3), X(24,5,25,6)]",26
996,0_1,"[X(1,13,2,12), X(1,18,22,17), X(3,15,4,14), X(5,3,6,2), X(6,20,7,19), X(7,10,8,11), X(8,21,9,22), X(11,18,12,19), X(15,5,16,4), X(16,13,17,14), X(20,9,21,10)]",22
997,0_1,"[X(1,11,2,10), X(3,14,4,15), X(7,18,8,1), X(8,6,9,5), X(11,5,12,4), X(12,16,13,15), X(13,2,14,3), X(16,9,17,10), X(17,6,18,7)]",18
998,0_1,"[X(1,4,16,3), X(1,11,2,10), X(5,14,6,15), X(7,12,8,13), X(9,4,10,5), X(11,3,12,2), X(13,6,14,7), X(15,8,16,9)]",16
999,0_1,"[X(1,12,2,13), X(2,25,3,26), X(3,21,4,20), X(5,19,6,18), X(10,29,11,30), X(14,9,15,10), X(15,24,16,25), X(16,8,17,7), X(17,23,18,22), X(19,5,20,4), X(21,7,22,6), X(23,8,24,9), X(26,14,27,13), X(27,30,28,1), X(28,11,29,12)]",30
1000,0_1,"[X(1,10,18,9), X(3,14,4,15), X(4,8,5,7), X(5,17,6,16), X(10,1,11,2), X(11,9,12,8), X(13,2,14,3), X(15,7,16,6), X(17,12,18,13)]",18
1001,0_1,"[X(1,8,2,9), X(1,15,20,16), X(3,14,4,15), X(7,17,8,16), X(9,2,10,3), X(10,6,11,5), X(11,18,12,19), X(13,4,14,5), X(17,7,18,6), X(19,12,20,13)]",20
1002,3_1,"[X(1,4,6,3), X(2,5,3,6), X(4,1,5,2)]",6
1003,3_1,"[X(1,4,2,5), X(2,7,3,8), X(5,8,6,1), X(6,3,7,4)]",8
1004,3_1,"[X(1,4,24,3), X(2,23,3,24), X(4,13,5,14), X(5,21,6,20), X(6,16,7,15), X(8,17,9,18), X(10,8,11,7), X(11,18,12,19), X(16,9,17,10), X(19,14,20,15), X(21,13,22,12), X(22,1,23,2)]",24
1005,3_1,"[X(1,12,2,13), X(2,17,3,18), X(6,11,7,12), X(7,16,8,17), X(8,4,9,3), X(9,15,10,14), X(10,5,11,6), X(13,18,14,1), X(15,4,16,5)]",18
1006,3_1,"[X(1,10,22,9), X(1,17,2,16), X(3,14,4,15), X(5,12,6,13), X(6,16,7,15), X(7,2,8,3), X(11,20,12,21), X(13,4,14,5), X(17,9,18,8), X(19,10,20,11), X(21,18,22,19)]",22
1007,3_1,"[X(1,8,2,9), X(1,14,34,13), X(4,18,5,17), X(6,33,7,34), X(7,12,8,13), X(9,31,10,30), X(10,3,11,4), X(11,32,12,33), X(15,20,16,21), X(16,30,17,29), X(18,6,19,5), X(19,14,20,15), X(23,26,24,27), X(24,21,25,22), X(25,29,26,28), X(27,22,28,23), X(31,2,32,3)]",34
1008,3_1,"[X(1,24,32,23), X(4,20,5,19), X(5,23,6,22), X(7,11,8,10), X(8,25,9,26), X(13,28,14,29), X(15,12,16,13), X(16,1,17,2), X(18,4,19,3), X(20,18,21,17), X(21,3,22,2), X(24,12,25,11), X(26,9,27,10), X(27,30,28,31), X(29,14,30,15), X(31,6,32,7)]",32
1009,3_1,"[X(1,26,2,27), X(3,38,4,39), X(6,35,7,36), X(8,34,9,33), X(11,45,12,44), X(13,25,14,24), X(14,43,15,44), X(17,32,18,33), X(18,7,19,8), X(19,35,20,34), X(22,46,23,45), X(23,13,24,12), X(25,46,26,1), X(28,5,29,6), X(29,21,30,20), X(30,10,31,9), X(31,16,32,17), X(36,27,37,28), X(37,2,38,3), X(39,4,40,5), X(40,22,41,21), X(41,11,42,10), X(42,15,43,16)]",46
1010,3_1,"[X(1,19,2,18), X(2,29,3,30), X(6,21,7,22), X(8,3,9,4), X(10,14,11,13), X(11,25,12,24), X(14,10,15,9), X(15,5,16,4), X(16,7,17,8), X(20,26,21,25), X(22,5,23,6), X(23,13,24,12), X(27,32,28,1), X(28,20,29,19), X(30,17,31,18), X(31,26,32,27)]",32
1011,3_1,"[X(1,12,22,11), X(4,7,5,8), X(5,2,6,3), X(8,3,9,4), X(9,6,10,7), X(12,1,13,2), X(13,11,14,10), X(15,21,16,20), X(17,14,18,15), X(18,22,19,21), X(19,17,20,16)]",22
1012,3_1,"[X(1,12,16,11), X(2,8,3,7), X(4,13,5,14), X(8,4,9,3), X(9,6,10,7), X(10,1,11,2), X(12,15,13,16), X(14,5,15,6)]",16
1013,3_1,"[X(1,14,18,13), X(3,11,4,10), X(6,1,7,2), X(8,12,9,11), X(9,5,10,4), X(12,17,13,18), X(14,6,15,5), X(15,2,16,3), X(16,7,17,8)]",18
1014,3_1,"[X(1,28,30,27), X(2,26,3,25), X(3,15,4,14), X(4,23,5,24), X(5,12,6,13), X(8,19,9,20), X(9,7,10,6), X(11,17,12,16), X(13,25,14,24), X(15,22,16,23), X(18,7,19,8), X(20,17,21,18), X(21,11,22,10), X(26,29,27,30), X(28,1,29,2)]",30
1015,3_1,"[X(2,10,3,9), X(4,13,5,14), X(5,18,6,19), X(7,21,8,20), X(10,2,11,1), X(11,9,12,8), X(12,3,13,4), X(14,19,15,20), X(15,6,16,7), X(17,22,18,1), X(21,16,22,17)]",22
1016,3_1,"[X(6,28,7,27), X(7,5,8,4), X(8,25,9,26), X(10,1,11,2), X(11,20,12,21), X(14,31,15,32), X(15,13,16,12), X(16,22,17,21), X(19,32,20,1), X(22,18,23,17), X(23,3,24,2), X(24,9,25,10), X(26,3,27,4), X(28,6,29,5), X(29,18,30,19), X(30,13,31,14)]",32
1017,3_1,"[X(1,10,18,9), X(1,12,2,13), X(5,9,6,8), X(7,16,8,17), X(10,3,11,4), X(13,2,14,3), X(14,12,15,11), X(15,5,16,4), X(17,6,18,7)]",18
1018,3_1,"[X(1,5,20,6), X(1,14,2,15), X(7,3,8,2), X(8,16,9,15), X(9,4,10,5), X(10,17,11,18), X(12,19,13,20), X(13,7,14,6), X(16,3,17,4), X(18,11,19,12)]",20
1019,3_1,"[X(1,31,38,32), X(3,14,4,15), X(4,35,5,36), X(6,14,7,13), X(7,26,8,27), X(10,22,11,21), X(11,29,12,28), X(12,23,13,24), X(15,36,16,37), X(16,34,17,33), X(19,2,20,3), X(20,10,21,9), X(25,8,26,9), X(27,25,28,24), X(29,22,30,23), X(30,2,31,1), X(32,18,33,17), X(34,5,35,6), X(37,18,38,19)]",38
1020,3_1,"[X(1,12,18,11), X(3,7,4,6), X(4,15,5,16), X(8,18,9,17), X(9,2,10,3), X(10,13,11,14), X(12,1,13,2), X(14,8,15,7), X(16,5,17,6)]",18
1021,3_1,"[X(1,14,2,15), X(3,16,4,17), X(6,10,7,9), X(8,22,9,21), X(10,17,11,18), X(11,4,12,5), X(12,16,13,15), X(13,26,14,1), X(19,22,20,23), X(20,8,21,7), X(23,18,24,19), X(24,5,25,6), X(25,2,26,3)]",26
1022,3_1,"[X(1,20,2,21), X(2,6,3,5), X(3,22,4,23), X(8,15,9,16), X(12,18,13,17), X(13,11,14,10), X(14,7,15,8), X(16,9,17,10), X(18,12,19,11), X(19,7,20,6), X(21,24,22,1), X(23,4,24,5)]",24
1023,3_1,"[X(1,12,20,11), X(4,14,5,13), X(7,16,8,17), X(9,6,10,7), X(10,1,11,2), X(12,4,13,3), X(14,6,15,5), X(15,18,16,19), X(17,8,18,9), X(19,2,20,3)]",20
1024,3_1,"[X(1,8,14,7), X(2,11,3,12), X(4,14,5,13), X(5,8,6,9), X(6,1,7,2), X(9,12,10,13), X(10,3,11,4)]",14
1025,3_1,"[X(1,19,2,18), X(2,27,3,28), X(3,42,4,43), X(5,14,6,15), X(8,38,9,37), X(10,35,11,36), X(12,8,13,7), X(15,30,16,31), X(16,44,17,43), X(20,26,21,25), X(22,41,23,42), X(24,22,25,21), X(26,20,27,19), X(28,17,29,18), X(29,44,30,1), X(31,4,32,5), X(32,13,33,14), X(33,37,34,36), X(34,9,35,10), X(38,12,39,11), X(39,7,40,6), X(40,23,41,24)]",44
1026,3_1,"[X(1,12,2,13), X(5,21,6,20), X(6,4,7,3), X(7,22,8,23), X(10,25,11,26), X(13,2,14,3), X(14,19,15,20), X(15,25,16,24), X(16,10,17,9), X(17,26,18,1), X(18,11,19,12), X(21,5,22,4), X(23,8,24,9)]",26
1027,3_1,"[X(2,14,3,13), X(6,23,7,24), X(7,18,8,19), X(9,21,10,20), X(10,15,11,16), X(11,4,12,5), X(12,2,13,1), X(14,4,15,3), X(16,5,17,6), X(17,22,18,23), X(19,25,20,24), X(21,26,22,1), X(25,8,26,9)]",26
1028,3_1,"[X(1,11,16,12), X(3,8,4,9), X(6,1,7,2), X(10,5,11,6), X(12,8,13,7), X(13,3,14,2), X(14,9,15,10), X(15,4,16,5)]",16
1029,3_1,"[X(3,19,4,18), X(4,13,5,14), X(5,16,6,17), X(7,2,8,3), X(8,20,9,19), X(9,24,10,1), X(10,21,11,22), X(12,2,13,1), X(15,6,16,7), X(17,15,18,14), X(20,23,21,24), X(22,11,23,12)]",24
1030,3_1,"[X(3,10,4,11), X(5,3,6,2), X(7,28,8,1), X(9,4,10,5), X(11,20,12,21), X(13,26,14,27), X(16,25,17,26), X(17,15,18,14), X(18,28,19,27), X(19,12,20,13), X(21,7,22,6), X(22,1,23,2), X(23,8,24,9), X(24,15,25,16)]",28
1031,3_1,"[X(1,9,2,8), X(1,13,22,14), X(2,15,3,16), X(3,21,4,20), X(5,18,6,19), X(6,11,7,12), X(9,14,10,15), X(12,7,13,8), X(16,20,17,19), X(17,4,18,5), X(21,10,22,11)]",22
1032,3_1,"[X(1,4,2,5), X(3,26,4,1), X(8,17,9,18), X(11,21,12,20), X(12,9,13,10), X(13,7,14,6), X(14,23,15,24), X(16,7,17,8), X(19,11,20,10), X(21,19,22,18), X(22,15,23,16), X(24,5,25,6), X(25,2,26,3)]",26
1033,3_1,"[X(1,10,16,9), X(2,15,3,16), X(5,12,6,13), X(6,3,7,4), X(7,15,8,14), X(10,1,11,2), X(11,9,12,8), X(13,4,14,5)]",16
1034,3_1,"[X(1,5,34,6), X(3,26,4,27), X(4,2,5,1), X(9,29,10,28), X(11,30,12,31), X(13,11,14,10), X(14,27,15,28), X(16,7,17,8), X(19,32,20,33), X(20,17,21,18), X(21,7,22,6), X(22,16,23,15), X(23,8,24,9), X(24,32,25,31), X(25,2,26,3), X(29,12,30,13), X(33,18,34,19)]",34
1035,3_1,"[X(1,4,2,5), X(3,6,4,7), X(5,2,6,3), X(10,20,11,19), X(12,10,13,9), X(13,16,14,17), X(14,7,15,8), X(15,1,16,22), X(17,8,18,9), X(20,12,21,11), X(21,18,22,19)]",22
1036,3_1,"[X(1,16,2,17), X(4,9,5,10), X(6,12,7,11), X(7,15,8,14), X(8,3,9,4), X(12,6,13,5), X(13,11,14,10), X(15,18,16,1), X(17,2,18,3)]",18
1037,3_1,"[X(1,12,22,11), X(3,14,4,15), X(4,8,5,7), X(5,17,6,16), X(10,21,11,22), X(12,9,13,10), X(15,7,16,6), X(17,2,18,3), X(18,13,19,14), X(19,9,20,8), X(20,1,21,2)]",22
1038,3_1,"[X(2,21,3,22), X(3,17,4,16), X(5,9,6,8), X(6,31,7,32), X(11,26,12,27), X(14,2,15,1), X(15,22,16,23), X(17,11,18,10), X(18,27,19,28), X(19,25,20,24), X(20,13,21,14), X(23,34,24,1), X(25,12,26,13), X(29,4,30,5), X(30,10,31,9), X(32,7,33,8), X(33,28,34,29)]",34
1039,3_1,"[X(1,9,24,10), X(2,17,3,18), X(3,10,4,11), X(4,24,5,23), X(6,12,7,11), X(13,20,14,21), X(14,8,15,7), X(16,1,17,2), X(18,15,19,16), X(19,8,20,9), X(21,12,22,13), X(22,6,23,5)]",24
1040,3_1,"[X(1,4,20,3), X(1,14,2,15), X(4,11,5,12), X(5,9,6,8), X(6,17,7,18), X(10,16,11,15), X(12,19,13,20), X(13,2,14,3), X(16,10,17,9), X(18,7,19,8)]",20
1041,3_1,"[X(2,17,3,18), X(7,19,8,18), X(8,1,9,2), X(9,5,10,4), X(10,15,11,16), X(11,6,12,7), X(13,20,14,1), X(14,6,15,5), X(16,3,17,4), X(19,12,20,13)]",20
1042,3_1,"[X(1,8,2,9), X(2,20,3,19), X(3,16,4,17), X(4,11,5,12), X(6,16,7,15), X(7,20,8,1), X(9,14,10,15), X(10,5,11,6), X(12,18,13,17), X(18,14,19,13)]",20
1043,3_1,"[X(6,1,7,2), X(12,4,13,3), X(14,5,15,6), X(15,26,16,27), X(17,32,18,1), X(18,8,19,7), X(19,3,20,2), X(20,13,21,14), X(21,4,22,5), X(22,12,23,11), X(24,9,25,10), X(27,16,28,17), X(28,26,29,25), X(29,11,30,10), X(30,23,31,24), X(31,8,32,9)]",32
1044,3_1,"[X(1,4,2,5), X(3,24,4,1), X(5,2,6,3), X(6,17,7,18), X(8,16,9,15), X(10,22,11,21), X(11,15,12,14), X(12,19,13,20), X(18,10,19,9), X(20,13,21,14), X(22,7,23,8), X(23,17,24,16)]",24
1045,3_1,"[X(1,8,2,9), X(3,12,4,13), X(5,10,6,11), X(6,14,7,13), X(7,2,8,3), X(9,14,10,1), X(11,4,12,5)]",14
1046,3_1,"[X(1,10,24,9), X(1,16,2,17), X(3,19,4,18), X(8,23,9,24), X(10,7,11,8), X(11,22,12,23), X(12,6,13,5), X(13,21,14,20), X(14,17,15,18), X(15,2,16,3), X(19,5,20,4), X(21,6,22,7)]",24
1047,3_1,"[X(1,4,2,5), X(2,23,3,24), X(5,24,6,1), X(7,21,8,20), X(8,14,9,13), X(10,15,11,16), X(12,20,13,19), X(16,9,17,10), X(17,14,18,15), X(18,12,19,11), X(21,6,22,7), X(22,3,23,4)]",24
1048,3_1,"[X(1,20,26,19), X(2,14,3,13), X(7,22,8,23), X(9,16,10,17), X(10,5,11,6), X(11,15,12,14), X(12,4,13,3), X(15,5,16,4), X(17,8,18,9), X(18,1,19,2), X(20,25,21,26), X(23,6,24,7), X(24,21,25,22)]",26
1049,3_1,"[X(1,10,2,11), X(2,5,3,6), X(3,15,4,14), X(7,12,8,13), X(9,16,10,1), X(11,8,12,9), X(13,6,14,7), X(15,5,16,4)]",16
1050,3_1,"[X(1,5,2,4), X(1,14,20,13), X(3,14,4,15), X(5,19,6,18), X(6,12,7,11), X(8,17,9,18), X(10,8,11,7), X(12,19,13,20), X(15,2,16,3), X(16,9,17,10)]",20
1051,3_1,"[X(1,8,2,9), X(4,11,5,12), X(5,3,6,2), X(6,10,7,9), X(7,12,8,1), X(10,3,11,4)]",12
1052,3_1,"[X(1,11,2,10), X(3,12,4,13), X(6,15,7,16), X(7,2,8,3), X(8,11,9,12), X(9,1,10,18), X(14,5,15,6), X(16,13,17,14), X(17,4,18,5)]",18
1053,3_1,"[X(2,15,3,16), X(4,2,5,1), X(6,18,7,17), X(7,20,8,21), X(10,19,11,20), X(11,9,12,8), X(13,22,14,1), X(14,3,15,4), X(16,6,17,5), X(18,9,19,10), X(21,12,22,13)]",22
1054,3_1,"[X(1,12,26,11), X(2,26,3,25), X(4,21,5,22), X(6,17,7,18), X(8,15,9,16), X(9,21,10,20), X(10,1,11,2), X(12,4,13,3), X(13,22,14,23), X(14,5,15,6), X(16,7,17,8), X(18,24,19,23), X(24,20,25,19)]",26
1055,3_1,"[X(1,17,2,16), X(3,14,4,15), X(5,3,6,2), X(6,15,7,16), X(7,20,8,1), X(8,18,9,17), X(9,12,10,13), X(10,19,11,20), X(13,4,14,5), X(18,11,19,12)]",20
1056,3_1,"[X(1,35,2,34), X(3,36,4,37), X(4,27,5,28), X(5,16,6,17), X(6,20,7,19), X(9,38,10,1), X(11,20,12,21), X(12,26,13,25), X(14,23,15,24), X(17,29,18,28), X(21,25,22,24), X(22,13,23,14), X(26,16,27,15), X(29,19,30,18), X(30,7,31,8), X(31,11,32,10), X(32,36,33,35), X(33,3,34,2), X(37,8,38,9)]",38
1057,3_1,"[X(1,11,30,12), X(2,9,3,10), X(3,26,4,27), X(5,19,6,18), X(7,20,8,21), X(12,2,13,1), X(13,10,14,11), X(14,29,15,30), X(16,27,17,28), X(21,6,22,7), X(22,19,23,20), X(23,9,24,8), X(24,17,25,18), X(25,4,26,5), X(28,15,29,16)]",30
1058,3_1,"[X(2,8,3,7), X(4,15,5,16), X(8,4,9,3), X(9,6,10,7), X(10,1,11,2), X(13,18,14,1), X(14,12,15,11), X(16,5,17,6), X(17,12,18,13)]",18
1059,3_1,"[X(1,30,2,31), X(2,20,3,19), X(4,14,5,13), X(8,22,9,21), X(9,28,10,29), X(11,7,12,6), X(14,4,15,3), X(15,18,16,19), X(17,32,18,1), X(22,27,23,28), X(23,11,24,10), X(24,6,25,5), X(25,12,26,13), X(26,7,27,8), X(29,20,30,21), X(31,16,32,17)]",32
1060,3_1,"[X(1,32,42,31), X(2,17,3,18), X(7,17,8,16), X(9,29,10,28), X(11,31,12,30), X(13,4,14,5), X(14,33,15,34), X(15,7,16,6), X(18,1,19,2), X(19,9,20,8), X(20,40,21,39), X(24,35,25,36), X(25,22,26,23), X(27,40,28,41), X(29,11,30,10), X(32,3,33,4), X(34,6,35,5), X(36,23,37,24), X(37,26,38,27), X(38,22,39,21), X(41,12,42,13)]",42
1061,3_1,"[X(1,5,2,4), X(2,23,3,24), X(5,22,6,23), X(7,27,8,26), X(8,18,9,17), X(11,28,12,29), X(12,31,13,32), X(14,28,15,27), X(16,10,17,9), X(18,15,19,16), X(19,11,20,10), X(20,25,21,26), X(21,6,22,7), X(24,3,25,4), X(29,32,30,1), X(30,13,31,14)]",32
1062,3_1,"[X(1,7,2,6), X(1,12,34,11), X(3,24,4,25), X(5,22,6,23), X(9,28,10,29), X(10,20,11,19), X(12,31,13,32), X(13,17,14,16), X(14,34,15,33), X(17,31,18,30), X(20,8,21,7), X(23,2,24,3), X(25,4,26,5), X(26,21,27,22), X(27,8,28,9), X(29,19,30,18), X(32,16,33,15)]",34
1063,3_1,"[X(1,4,26,3), X(2,17,3,18), X(8,12,9,11), X(9,23,10,22), X(12,5,13,6), X(14,19,15,20), X(15,4,16,5), X(16,1,17,2), X(20,8,21,7), X(21,11,22,10), X(23,6,24,7), X(24,13,25,14), X(25,18,26,19)]",26
1064,3_1,"[X(1,18,32,17), X(2,27,3,28), X(5,13,6,12), X(7,22,8,23), X(8,11,9,12), X(9,21,10,20), X(14,2,15,1), X(15,19,16,18), X(16,31,17,32), X(21,11,22,10), X(23,6,24,7), X(24,19,25,20), X(25,4,26,5), X(26,29,27,30), X(28,3,29,4), X(30,14,31,13)]",32
1065,3_1,"[X(1,22,2,23), X(4,7,5,8), X(5,15,6,14), X(9,19,10,18), X(10,14,11,13), X(11,16,12,17), X(15,7,16,6), X(17,12,18,13), X(19,9,20,8), X(20,3,21,4), X(21,24,22,1), X(23,2,24,3)]",24
1066,3_1,"[X(1,9,2,8), X(1,20,22,19), X(6,11,7,12), X(7,4,8,5), X(9,3,10,2), X(12,5,13,6), X(13,10,14,11), X(14,3,15,4), X(17,20,18,21), X(18,15,19,16), X(21,16,22,17)]",22
1067,3_1,"[X(2,7,3,8), X(3,12,4,13), X(5,9,6,8), X(6,1,7,2), X(9,17,10,16), X(11,18,12,1), X(13,4,14,5), X(14,18,15,17), X(15,11,16,10)]",18
1068,3_1,"[X(1,4,2,5), X(1,17,24,18), X(3,6,4,7), X(5,2,6,3), X(7,18,8,19), X(8,16,9,15), X(10,21,11,22), X(11,14,12,15), X(12,20,13,19), X(16,24,17,23), X(20,14,21,13), X(22,9,23,10)]",24
1069,3_1,"[X(1,5,2,4), X(2,9,3,10), X(7,12,8,1), X(8,6,9,5), X(10,3,11,4), X(11,6,12,7)]",12
1070,3_1,"[X(1,4,16,3), X(2,15,3,16), X(4,1,5,2), X(8,11,9,12), X(9,6,10,7), X(10,14,11,13), X(12,7,13,8), X(14,6,15,5)]",16
